Customer,SSN,Name,Birthdate,Current age,Region,CredCardUser?,Income,Purchases,AmountSpent
1335, 966-02-4843,"Acevedo, Melanie",30|7|1941,, ENC,1,52900,5,2560
1336,819-95-4867,"Dickerson, Chelsea",1|4|1938,, New England,0,49400,2,1050
1337,776560643,"Schultz, Quin",3|4|1932,,Pacific ,0,131600,3,1660
1338,071-6-8602,"Ochoa, Baxter",1|10|1955,,East South Central,1,132700,5,2520
1339, 914-79-5796," Floyd, Macaulay",24|10|1951,, West South Central,0,101100,4,2050
1340,352-150921,Stuart Flores,18|6|1971,, S. Atlantic,0,85100,3,1520
1341,031-96-4292,"Sexton, Marvin",29|9|1970,, Mountain,0,128500,2,950
1342,619-12-0177,"Duncan, Knox",8|7|1965,, Alaska,1,139500,6,2850
1343,435022521,Stacey Fowler,24|8|1942,,West South Central ,1,43,5,2600
1344,990-99-1372,"Hunt, Marshall",31|8|1940,,Middle Atlantic,1,100400,1,580
1345, 586-09-2434,"Hartman, Lyle",7|2|1975,,East North Central ,1,87700,1,490
1346, 247-85-4861,"Newman, Melanie",7|9|1954,,New England ,0,61500,3,1440
1347,322-29-3597,"Castillo, Heidi",15|3|1942,,South Atlantic,1,92700,2,970
1348, 322-98-9822,"Mendez, Whoopi",3|4|1976,, Middle Atlantic,0,30900,2,520
1349,737805180,Isaac Drake,11|1|1943,,WSC,0,136700,4,1970
1350, 047-55-6574,"Lawson, Kessie",28|10|1948,,MA,1,87400,5,2400
1351,528111665,Tate Lee,7|10|1975,, West South Central,1,50400,1,480
1352,092310115," Mclaughlin, Boris",29|1|1973,, ESC,0,96000,1,520
1353,21901-0920,"Lee, Colin ",31|10|1938,,Middle Atlantic ,0,158200,6,2820
1354,67844-0274,Jemima Rutledge,13|10|1937,, S. Atlantic ,0,139700,5,2680
1355,861664637,"Finley, Craig",1|12|1944,,South Atlantic,1,121000,1,500
1356,801-41-0886,"Reese, Gloria",15|4|1931,,Pacific,1,26500,4,2020
1357,204204440,"Lynn, Mechelle",15|9|1963,,Haw. ,0,145300,7,3280
1358,862-30-4596," Conway, Amos",16|6|1947,,SA ,-1,21200,6,2980
1359,514-29-3487,Chaney Hyde,24|2|1954,,South Atlantic,1,117000,1,490
1360, 85172-6644,"Sykes, Chantale",18|9|1969,,Ala. ,1,108400,2,1100
1361,581-46-9661,"Herman, Colby",24|10|1937,,New England,1,61500,3,1460
1362, 434-99-7232,Melissa Jefferson ,8|5|1941,,E. N. Central,0,117900,3,1440
1363,470-9-2670," Mitchell, Samuel",31|10|1950,,WNC ,0,86300,4,1940
1364,884-48-6265,Ross Stuart,1|1|1959,,,0,148600,3,1520
1365,058-70-2208,"Keith, Sybil",30|12|1943,,WNC,1,119800,5,2600
1366,124-62-0332,"Payne, Hoyt",14|11|1937,,Mid. Atlantic ,1,73300,4,2070
1367,540-52-9102, Timon Santiago,5|1|1935,,Hawaii,0,150100,1,550
1368,096541636,"Oneil, Leilani",4|11|1939,,ESC,1,109800,2,1040
1369,311-33-0149,"Jefferson, Lane ",14|7|1976,,S. Atlantic ,0,91000,0,0
1370,929-28-2793,Melyssa Alford,19|11|1970,,New England ,0,149500,4,2010
1371,963619085," Becker, Chelsea",22|5|1951,, HI,0,153500,4,1970
1372,206-142042 ,Uta Bass,22|1|1971,,,1,151200,2,930
1373,412-26-7505,Riley Rowe,19|6|1933,, NE ,1,144800,2,970
1374, 598-75-2052,"Peters, Colin",10|12|1960,,Hawaii,1,34300,3,1470
1375,693-89-6492 ,"Duncan, Josiah",29|10|1930,,E. S. Central,0,47400,4,1970
1376,723-02-9070,"Clark, Hamilton",3|5|1936,,East South Central ,0,64900,2,1040
1377,169-65-2769,Amity Ratliff,30|1|1944,,South Atlantic,0,42000,1,530
1378, 663-90-6531," Robinson, Coby",10|10|1930,,MA ,0,114800,4,1860
1379,819-64-0950,"Hanson, Chastity",3|10|1966,,Middle Atlantic,1,156400,5,2440
1380,409-48-9762,"Matthews, Zachary",12|1|1945,,New England,0,25700,5,2420
1381,981-51-2592,"Wallace, Christian",10|5|1967,,Mid. Atlantic,0,122600,2,600
1382, 626-94-3937,"Hughes, Grant",15|1|1966,,MA,0,97200,2,1020
1383, 688-74-5670 , Whoopi Glover,8|10|1930,,Pacific ,0,101400,3,1470
1384,515-352144,"Carey, Rosalyn",26|9|1945,,East South Central,1,105400,5,2700
1385,359-87-2870,Sybil Guthrie,21|7|1952,,AK,1,122400,3,1350
1387,105093958,"Woodward, Amity",12|7|1947,,,0,109100,0,0
1388,508-64-4463,"Tanner, Wesley",21|3|1959,,Hawaii,1,60900,1,560
1389,56221-6809,"Cross, Hall",22|2|1961,,Hawaii,1,80200,2,1020
1390, 767-45-1352,"Hicks, Emmanuel",23|9|1950,,Mountain ,-1,30000,2,870
1391,970-99-5121,"Cunningham, Aline",27|12|1949,,E. N. Central,1,135200,5,2600
1392,520-47-1678,"Le, Rowan",29|1|1950,,West South Central,1,79700,6,3010
1393,753-084314,Anjolie Riggs ,29|8|1940,,ESC,1,53700,5,2520
1394,418-33-5677,"Pitts, Hilary ",10|8|1975,,WSC,0,74300,1,420
1395,842-40-2244,"Burgess, Celeste",6|8|1937,, New England,0,120900,8,0
1396,77836-9227,"Calderon, Chancellor",28|6|1937,,Middle Atlantic,0,136700,5,2470
1397,914-80-0287,"Sampson, Yvonne",16|9|1937,,P ,0,92000,3,1350
1398,864-42-9498,Brennan Gibbs,21|2|1945,,West North Central ,1,33100,5,2460
1399, 601791123,"York, Idola",10|10|1967,, New England ,1,140500,4,1990
1400,79214-2308,"Gamble, Cheryl",27|2|1933,,SA,0,70600,5,2540
1401,361-76-6773,"Rice, Jasmine",10|3|1947,,S. Atlantic,0,142200,5,2550
1402,189-90-8895,"Clark, Kevin",7|7|1946,, SA,1,77800,4,1790
1403,697-98-8980,"Decker, Elliott",14|5|1976,, New England ,1,25600,3,1460
1404,797-11-2848,"Morris, Idona",16|6|1957,,SA ,0,71400,1,500
1405,65512-9257,Zephr Lowe,5|9|1969,,NE,0,123400,2,960
1406,398-60-9596,"Collier, Elliott",13|12|1958,, MA,0,122500,3,1580
1407,689-73-2344,Travis Luna,16|6|1949,,Alaska,0,54800,3,1520
1408,579-241299,"Fisher, Sharon",2|4|1961,, New England ,0,109000,4,2120
1409,528-10-8596,"Jackson, Liberty",6|4|1959,,Ala.,1,34300,8,4010
1410, 82371-1745,"Ellison, Mikayla",2|2|1937,, E. S. Central,0,109300,4,2140
1411,947-05-2348," George, Jermaine",19|7|1973,, West North Central ,0,130300,3,1620
1412,037575413,Colleen Foley,12|6|1968,,  ,0,127200,3,1510
1413,61-27-1302,"Baker, Ezekiel",8|3|1973,,Middle Atlantic,1,36100,3,1480
1414,20245-1925,Eric Potter,21|11|1941,,Haw. ,0,28600,1,550
1415,017-40-2779,Kaseem Lang,19|9|1964,, Pacific,1,37700,3,1560
1416,712-36-8543,"Berger, Cameron",20|6|1972,,MA,0,114500,2,920
1417, 158-11-2118, Calvin Robbins,17|3|1949,,MA,0,71000,4,1990
1418, 190-29-0693,"Lancaster, Shelley",25|4|1934,,W. S. Central,0,48000,0,0
1419, 990-10-2823,Cassady Fields,25|5|1968,, New England ,0,62300,4,1940
1420,30160-6282,Dexter Preston ,12|12|1971,,West South Central,0,97200,1,530
1421,046-926356, Willa Perez,27|12|1952,,Pac.,0,61100,4,2030
1422,589-50-1093,"Mcclain, Madeson",11|12|1946,,West North Central,0,103100,6,3160
1423,281-71-1245,"Clarke, Ray",1|10|1940,,Mid. Atlantic,0,150900,1,550
1424,309-03-5224,Isaac Rice,11|2|1953,,Hawaii ,0,100700,4,2090
1425,814-97-4282,"Bass, Kay",1|7|1953,,ESC,1,24400,1,550
1426,482-44-8033,Yardley Santos,16|3|1970,,S. Atlantic,0,157800,1,480
1427, 182-48-9138,"Pace, Nero",18|5|1940,,E. S. Central,0,105000,9,4450
1428,153-95-9291,"Stephens, Kirby",31|1|1963,, Mid. Atlantic,0,79800,1,540
1429,096-32-4440,"Mason, Samantha",13|2|1963,,Haw.,1,129300,4,1940
1430,056129102,"Oneill, Paloma",6|5|1942,,East North Central ,0,83400,2,930
1431,048-15-1644,"Lopez, Gloria",8|4|1974,,East South Central,0,100300,2,1130
1432,114-48-1515,Alyssa Kaufman,23|11|1973,,ESC,0,76100,4,2050
1433, 346-96-9990,"Salinas, Elijah",20|11|1953,,MA,0,66200,3,1460
1434,627-23-1966,"Fitzgerald, Benedict",1|12|1967,, New England,0,25400,2,1070
1435,728-37-4208," Garza, Macon",9|8|1969,, Pac.,1,159100,2,970
1436,411-80-3744,"Wallace, Maisie ",6|9|1974,,East North Central ,0,84200,3,1410
1437,087-40-4340,George Schmidt,10|7|1962,,East North Central,1,37800,1,510
1438, 452-69-6883,"Wells, Virginia",16|1|1974,, E. S. Central,0,116400,9999,9999
1439,033311058,"Frye, Duncan ",10|2|1953,, ,0,146900,4,2090
1440,161487116,Chester Morton ,7|4|1931,,East South Central,1,33700,1,500
1441,006-14-1331,"Sanchez, Sydney",7|3|1964,, S. Atlantic,0,77400,2,930
1442,021-01-9050,"Small, Tanner",23|12|1966,,ESC ,1,137800,3,1630
1443,316-48-8562," Hester, Britanni",15|11|1936,,Alaska,0,95500,4,2090
1444,105-46-6208,"Logan, Adam",28|6|1947,, ,0,82900,3,1520
1445,179-18-9278,"Salazar, Dennis",12|2|1966,, W. S. Central,0,157400,4,1910
1446,511-19-1855,"Goodman, Hannah",9|11|1939,,P,1,52600,2,1030
1447,850-70-1843,"Hood, Phelan",22|3|1942,,Pac.,0,101000,2,1030
1448,255-87-4184,"Beasley, Hilel",4|4|1967,,E. S. Central,0,103600,3,1470
1449,470-18-7823,Victoria Lloyd,3|6|1946,,MA,1,123400,2,1040
1450,633-81-0805,"Villarreal, Kasper ",1|1|1956,,South Atlantic,1,157800,7,3410
1451,746-54-2341,"Lindsey, Shaeleigh",6|9|1969,,New England,1,98500,2,990
1452,874-40-5083, Brandon Patterson,19|2|1976,, New England,0,62800,2,970
1453,351-18-0499,Virginia Stanton,2|5|1969,,S. Atlantic,0,70500,4,1980
1454,236-44-8619,"Rivas, Octavius",23|5|1932,,New England,1,150500,2,1110
1455,169-31-5478,"Morales, Tucker",19|6|1945,,,1,144600,2,1170
1456,303-86-0680,"Mcleod, Cheyenne ",10|12|1962,,South Atlantic,1,154200,7,3610
1457,131-37-7402,"Moon, Vivian",22|12|1960,,Middle Atlantic ,1,35500,2,930
1458,527-18-0720, Xanthus Mccormick,3|11|1937,, M,0,82400,2,1010
1459,647-17-8514,"Bradford, Avram",31|5|1941,,SA ,0,74800,4,1890
1460, 129553942,"Hewitt, Lillian",12|11|1974,,New England,0,29000,3,1660
1461,904-62-9040,"Little, Kiayada",27|12|1970,,NE,0,79600,5,2320
1462, 457-26-8607,Elizabeth Vaughn,23|11|1958,, West North Central,0,62100,1,470
1463,313-9-3849," Boyd, Charde",11|10|1951,,  ,0,132600,1,560
1464, 90746-0722,"Abbott, Chiquita",28|7|1969,,South Atlantic ,0,59800,4,1880
1465,647-68-7163,"Mckinney, Xandra",12|5|1954,, Middle Atlantic,1,68600,3,1660
1466, 039-38-0584,"Boyd, Dieter ",18|7|1949,, Middle Atlantic,0,155400,5,2590
1467,269-37-8913,"Norris, Yael",11|1|1957,,Middle Atlantic,1,92300,6,2990
1468, 920-12-1121,"Booth, Brent",24|7|1958,,ENC ,1,58900,7,3290
1469,719-98-9028,Remedios Hayden,15|3|1969,,WSC,1,91300,3,470
1470,94696-9758,Bertha Daniels,4|9|1971,,New England,0,46900,5,2350
1471,491-57-3083,"Gates, Ivan",2|5|1960,,E. S. Central ,0,86500,2,1110
1472,368230763, Camilla Roman,24|4|1950,,East North Central,0,126800,1,510
1473,955-75-1871,"Keller, Latifah",10|10|1944,,New England,0,106300,3,1510
1474,39878-6899,Unity Macdonald,17|12|1974,,HI,1,58700,2,1040
1475,592-76-2035,Tamara Rodgers,19|12|1958,,East North Central,0,31000,4,1830
1476,178447525,"Guerrero, Kadeem",12|1|1962,,West South Central ,1,110800,4,1930
1477,070-93-0068,"Goodman, Addison",23|8|1952,, East North Central ,1,20000,6,3060
1478,265-89-7966,Timon Reese,18|4|1971,,WSC,0,57800,4,1900
1479,208328324,Ocean Franco,25|8|1956,,East South Central,0,154100,0,0
1480,276-36-6086, Kylee Andrews,25|7|1944,,Mid. Atlantic,0,54800,2,1000
1481,005-06-4020,"Mack, Griffin ",16|6|1952,,East North Central,1,42700,6,2890
1482, 825-374303,"Campbell, Murphy",24|10|1961,,Middle Atlantic,0,70900,1,510
1483,425-06-5062,"Houston, Haley ",29|4|1965,,East South Central ,1,65600,5,2500
1484,883-36-5815,"Frye, Jessamine ",23|11|1971,,WSC ,1,134600,3,1500
1485,664-44-3655,"Stanley, Jillian",20|1|1933,, M ,1,117900,6,3310
1486,038-72-8622,Marshall Chase,19|4|1965,,New England,1,117900,3,1460
1487, 496-69-6574 ,"Langley, Vivien",6|8|1933,, East North Central,1,111200,1,560
1488,782-98-9539,Jamal Suarez,27|12|1955,,Pacific ,0,63000,2,1030
1489, 642-14-9012,Driscoll Hinton,16|1|1934,,Pacific,0,36400,3,1360
1490,287-48-5517,"Knight, Kenneth",21|7|1930,,East North Central ,0,114500,3,1500
1491,766-67-0139,"Burt, Stewart",15|3|1942,,Mtn. ,0,64300,5,2330
1492,251915281,"Rice, Amal",10|2|1964,, New England,0,126600,2,940
1493,542-84-9996,"England, Louis",3|11|1975,, ,1,29700,3,1640
1494,880-57-0607,Kerry Hale,14|3|1948,,Mid. Atlantic ,0,102700,5,2480
1495,632-29-6841, Kylie Chambers,6|2|1945,,NE,1,89700,2,1000
1496,347-70-0762,"Hancock, Quincy",28|9|1965,,East North Central,0,71800,2,970
1497,63819-2849,"Gibson, Ifeoma",31|7|1930,,Middle Atlantic,0,121100,5,2540
1498,670-57-4549,"Hawkins, Macy",21|7|1954,, Pac.,1,64000,4,2160
1499,166-84-2698,Reese Butler,30|10|1966,,NE,0,91000,6,2910
1500,366-03-5021,Declan Santiago,23|9|1934,,Middle Atlantic,0,121400,1,530
9999,071-92-1603,Abigail Figueroa,2|7|1939,,New England,0,117300,3,1530
9999,901-05-8142,"Neal, Rashad",10|6|1935,,Hawaii,0,38200,3,1600
9999, 133-99-5496,"Tyson, Eve",13|5|2028,,S. Atlantic,0,142500,2,1000
9999,776-25-5466,"Nieves, Thor",7|11|1951,,East South Central ,0,130000,2,1140
, 059-495265,"Kennedy, Neville",5|12|1952,,East North Central,0,140900,2,990
,004-10-8303,"Rice, Joshua",19|10|1976,,NE ,1,49800,4,1940
,510-02-4583,"Woodard, Brenna",23|5|1938,,  ,0,49800,5,2590
,074-07-5294,"Bryan, Talon",21|2|1944,,East South Central ,0,111200,1,500
, 287-80-0088,Grady Foster,13|11|1935,,Pac. ,0,144200,2,1070
,803-48-4970,"Kirkland, Joan",24|11|1964,,E. S. Central ,0,135100,1,510
